时间,上行PRB平均利用率,下行PRB平均利用率,无线利用率,RRC连接最大数,RRC连接平均数,有效RRC连接最大数,有效RRC连接平均数,eNB间X2切换出请求次数,eNB间X2切换出成功次数,空口上行业务字节数,空口下行业务字节数
2018/4/17 22:00,0.0328,0.0342,0.0339,7,3,4,0.918525,1,1,36012,158387
2018/4/17 23:00,0.004,0.0069,0.0064,5,1.25,3,0.124625,0,0,2050,8867
2018/4/18 0:00,0.0023,0.0059,0.0053,4,0.75,3,0.082275,0,0,997,3372
2018/4/18 1:00,0.0095,0.0066,0.0071,2,0,2,0.149125,0,0,1731,7539
2018/4/18 2:00,0.0111,0.0205,0.0188,3,1,2,0.378,0,0,8101,186019
2018/4/18 3:00,0.0105,0.0224,0.0203,3,1,2,0.370025,0,0,8155,205802
2018/4/18 4:00,4.00E-04,0.0054,0.0045,2,0,2,0.01985,0,0,180,134
2018/4/18 5:00,5.00E-04,0.0055,0.0046,2,0,2,0.0146,5,5,136,134
2018/4/18 6:00,0.0028,0.007,0.0063,4,0.5,3,0.08655,13,12,2054,12997
2018/4/18 7:00,0.0162,0.0319,0.0292,5,1,3,0.234475,31,30,9258,66149
2018/4/18 8:00,0.0077,0.0131,0.0122,5,1,4,0.195375,23,22,15067,61223
2018/4/18 9:00,0.0087,0.018,0.0164,5,1,3,0.1977,47,45,19234,40698
2018/4/18 10:00,0.0092,0.0194,0.0176,7,1.5,3,0.18655,56,53,5666,50317
2018/4/18 11:00,0.0261,0.0411,0.0385,6,1.25,3,0.275925,14,13,16027,118893
2018/4/18 12:00,0.0062,0.0196,0.0172,5,0.75,3,0.1518,32,30,5084,85049
2018/4/18 13:00,0.004,0.0096,0.0086,5,1,4,0.149775,17,16,2747,13494
2018/4/18 14:00,0.0013,0.0064,0.0055,4,0.5,2,0.069,7,6,963,5461
2018/4/18 15:00,0.1847,0.0815,0.0997,5,1.5,4,0.914025,4,3,104029,133673
2018/4/18 16:00,0.0014,0.0074,0.0064,4,0.5,2,0.0669,22,19,727,6860
2018/4/18 17:00,0.0023,0.0105,0.0091,4,0.5,3,0.143875,20,16,2216,36999
2018/4/18 18:00,0.0038,0.0112,0.0099,5,1,3,0.182925,12,12,3556,25509
2018/4/18 19:00,0.0039,0.0157,0.0136,5,1.5,4,0.2082,11,9,4750,101216
2018/4/18 20:00,0.0097,0.0275,0.0244,8,2.5,4,0.333075,36,36,7692,86929
2018/4/18 21:00,0.0095,0.0295,0.0259,9,2.25,4,0.3674,9,9,8664,98767
2018/4/18 22:00,0.0147,0.0109,0.0116,6,1.5,4,0.904625,0,0,18612,53561
2018/4/18 23:00,0.0016,0.0059,0.0051,4,0.5,3,0.14105,1,0,872,1723
2018/4/19 0:00,7.00E-04,0.0057,0.0048,4,0.666666667,2,0.0394,0,0,245,1364
2018/4/19 1:00,0.0119,0.008,0.0087,5,0.5,3,0.20795,0,0,5355,28115
2018/4/19 2:00,0.0049,0.0062,0.006,4,0.5,2,0.111325,0,0,2001,7722
2018/4/19 3:00,5.00E-04,0.0055,0.0046,3,0,2,0.020425,0,0,147,182
2018/4/19 4:00,0.001,0.0059,0.0051,4,0.25,2,0.031575,0,0,403,2829
2018/4/19 5:00,0.0067,0.0081,0.0078,4,0.75,2,0.146375,1,1,3666,25603
2018/4/19 6:00,0.0017,0.0071,0.0061,5,1.25,3,0.132725,14,14,1660,15939
2018/4/19 7:00,0.0042,0.0261,0.0222,6,1.75,3,0.327225,16,16,4199,88011
2018/4/19 8:00,0.0031,0.0069,0.0062,7,1.75,3,0.186075,25,22,3353,8920
2018/4/19 9:00,0.0021,0.0083,0.0072,5,0.75,3,0.10505,20,18,1665,27341
2018/4/19 10:00,0.0011,0.0072,0.0061,4,0.5,2,0.071125,35,34,1050,10157
2018/4/19 11:00,0.0065,0.0147,0.0133,6,1.75,4,0.220025,37,34,3789,100896
2018/4/19 12:00,0.0124,0.0419,0.0367,6,2,5,0.415275,10,8,9811,162290
2018/4/19 13:00,0.0023,0.0072,0.0063,5,1.25,3,0.10865,4,2,1491,16415
2018/4/19 14:00,0.0045,0.0113,0.0101,6,2,3,0.19085,7,5,3231,15390
2018/4/19 15:00,0.0045,0.0076,0.0071,6,1.5,4,0.128625,21,16,1920,8047
2018/4/19 16:00,0.0029,0.0064,0.0058,5,0.5,3,0.076525,21,21,4869,1906
2018/4/19 17:00,0.0093,0.0085,0.0086,4,0.25,3,0.1235,45,45,16101,18577
2018/4/19 18:00,0.0034,0.0092,0.0082,4,0.75,3,0.10045,27,21,2398,22421
2018/4/19 19:00,0.0088,0.0103,0.01,5,0.75,3,0.20055,22,22,14437,21299
2018/4/19 20:00,0.0231,0.0231,0.0231,6,2,4,0.387875,37,37,19971,114228
2018/4/19 21:00,0.0227,0.0223,0.0223,6,2.75,5,0.722075,10,9,34195,126690
2018/4/19 22:00,0.012,0.0244,0.0222,6,2.25,4,0.47835,1,1,7334,112265
2018/4/19 23:00,0.008,0.0108,0.0103,4,1,3,0.333475,23,23,5770,73382
2018/4/20 0:00,7.00E-04,0.0057,0.0048,3,0,2,0.032075,0,0,236,1023
2018/4/20 1:00,4.00E-04,0.0054,0.0045,2,0,2,0.01825,0,0,98,239
2018/4/20 2:00,5.00E-04,0.0055,0.0046,3,0,1,0.023225,0,0,148,228
2018/4/20 3:00,0.0158,0.0145,0.0147,3,0.75,2,0.27965,0,0,7709,106074
2018/4/20 4:00,0.0035,0.0083,0.0074,3,0.25,2,0.056575,0,0,1577,31549
2018/4/20 5:00,9.00E-04,0.0055,0.0047,2,0,2,0.02015,0,0,370,886
2018/4/20 6:00,0.0024,0.0095,0.0082,5,0.75,3,0.1286,9,9,1612,43542
2018/4/20 7:00,0.0149,0.0249,0.0231,6,1.5,4,0.350175,50,49,10035,90408
2018/4/20 8:00,0.0055,0.0156,0.0138,5,1.5,3,0.16325,15,13,3121,60059
2018/4/20 9:00,0.0038,0.0093,0.0083,4,0.75,3,0.118425,17,14,2954,26364
2018/4/20 10:00,0.0032,0.0081,0.0073,4,0.75,2,0.08775,5,3,1022,3806
2018/4/20 11:00,0.0103,0.0066,0.0072,3,0,2,0.054925,9,8,7867,3591
2018/4/20 12:00,0.0024,0.007,0.0062,3,0.25,3,0.0836,19,16,1273,11307
2018/4/20 13:00,0.008,0.0187,0.0168,5,1.5,3,0.186375,11,7,3977,50587
2018/4/20 14:00,0.0458,0.0158,0.0211,6,1.75,3,0.383425,8,7,35084,122682
2018/4/20 15:00,0.003,0.0252,0.0212,5,1,3,0.110125,13,10,1484,5564
2018/4/20 16:00,0.0022,0.0072,0.0063,6,1.25,3,0.088875,20,17,1072,9064
2018/4/20 17:00,0.0042,0.0072,0.0067,5,1.25,3,0.12835,16,14,4437,5847
2018/4/20 18:00,0.0034,0.0076,0.0069,5,1.75,3,0.171825,14,13,2659,12814
2018/4/20 19:00,0.0046,0.0189,0.0164,4,1.25,3,0.16405,8,6,3027,24627
2018/4/20 20:00,0.0033,0.0118,0.0103,5,1,3,0.1345,7,3,2221,21965
2018/4/20 21:00,0.011,0.0301,0.0267,7,2.25,4,0.39435,7,7,8780,173701
2018/4/20 22:00,0.043,0.016,0.0208,6,2.25,4,0.77085,3,3,61733,89953
2018/4/20 23:00,0.0018,0.0062,0.0054,5,1.75,3,0.1647,0,0,1355,4274
2018/4/21 0:00,6.00E-04,0.006,0.005,3,0,2,0.033725,0,0,337,2032
2018/4/21 1:00,4.00E-04,0.0054,0.0045,2,0,2,0.01535,0,0,105,100
2018/4/21 2:00,9.00E-04,0.0055,0.0047,3,0,2,0.0278,0,0,205,346
2018/4/21 3:00,7.00E-04,0.0056,0.0047,3,0,2,0.033825,0,0,277,246
2018/4/21 4:00,0.0045,0.0073,0.0068,3,0.25,3,0.094925,0,0,1892,18646
2018/4/21 5:00,0.008,0.0102,0.0098,3,1,2,0.187875,0,0,3966,49783
2018/4/21 6:00,0.0018,0.0099,0.0084,4,0.75,3,0.102525,8,7,1304,26121
2018/4/21 7:00,0.004,0.008,0.0073,6,1.75,3,0.14395,5,5,2249,10078
2018/4/21 8:00,0.0081,0.0398,0.0341,6,1.25,4,0.203575,30,29,6759,48738
2018/4/21 9:00,0.0023,0.0089,0.0077,6,0.5,3,0.10125,82,82,1667,27473
2018/4/21 10:00,0.0025,0.0076,0.0067,4,0.5,3,0.093125,18,15,2239,10372
2018/4/21 11:00,0.007,0.0249,0.0217,7,2.75,4,0.3074,61,59,6782,164693
2018/4/21 12:00,0.0086,0.0192,0.0174,8,3.75,4,0.44695,26,26,6668,73470
2018/4/21 13:00,0.0081,0.0153,0.014,9,4.5,4,0.4664,48,45,7142,82310
2018/4/21 14:00,0.0084,0.0328,0.0285,11,3.5,6,0.4513,79,77,8124,189881
2018/4/21 15:00,0.0434,0.0247,0.028,9,2.75,5,0.53125,123,121,76327,130363
2018/4/21 16:00,0.0039,0.0086,0.0078,6,1.25,3,0.1437,72,71,3683,18795
2018/4/21 17:00,0.0673,0.0412,0.0458,7,2.75,4,0.74025,102,100,123407,610029
2018/4/21 18:00,0.014,0.0122,0.0125,7,2.25,4,0.273775,81,81,8490,31681
2018/4/21 19:00,0.0084,0.0132,0.0123,8,2.75,5,0.305325,27,27,5965,39766
2018/4/21 20:00,0.0096,0.0222,0.02,8,3.5,4,0.4133,7,4,8397,143649
2018/4/21 21:00,0.007,0.0101,0.0095,8,3.25,4,0.4547,24,21,7638,27062
2018/4/21 22:00,0.024,0.0298,0.0288,7,2.25,4,0.5952,3,3,16842,248563
2018/4/21 23:00,0.0167,0.0169,0.0169,6,2.25,3,0.440775,4,4,9966,124007
2018/4/22 0:00,0.0052,0.0075,0.0071,6,1.5,3,0.16815,0,0,3066,25549
2018/4/22 1:00,0.0022,0.0058,0.0051,5,1,2,0.08785,0,0,689,1145
2018/4/22 2:00,0.001,0.0056,0.0048,5,1,2,0.069675,12,10,473,665
2018/4/22 3:00,0.0011,0.0057,0.0049,5,1,2,0.070075,0,0,584,1072
2018/4/22 4:00,0.001,0.0057,0.0048,5,1,2,0.0537,3,2,516,2363
2018/4/22 5:00,0.0076,0.0112,0.0106,5,1,3,0.20895,0,0,2639,56821
2018/4/22 6:00,0.003,0.0081,0.0072,6,1.5,3,0.145725,14,12,2373,13515
2018/4/22 7:00,0.0365,0.0128,0.017,6,2.25,5,0.562375,26,24,41062,83281
2018/4/22 8:00,0.0029,0.0074,0.0066,6,1.5,3,0.179475,47,47,1388,3724
2018/4/22 9:00,0.0041,0.0103,0.0092,6,1.25,3,0.27925,39,35,4571,10931
2018/4/22 10:00,0.0053,0.0197,0.0172,7,2,4,0.272775,7,7,6837,277286
2018/4/22 11:00,0.0087,0.0299,0.0262,9,4.5,5,0.632325,54,52,12867,386051
2018/4/22 12:00,0.0182,0.0221,0.0214,11,5,5,0.6618,29,28,37878,258086
2018/4/22 13:00,0.0161,0.0203,0.0196,8,4.25,4,0.70465,3,3,21202,72278
2018/4/22 14:00,0.0489,0.0289,0.0324,8,3.5,4,0.615375,26,24,48916,62952
2018/4/22 15:00,0.0346,0.0206,0.023,9,3.75,4,0.44935,19,18,42771,43500
2018/4/22 16:00,0.0048,0.0136,0.012,7,3.5,4,0.3084,17,14,5087,135118
2018/4/22 17:00,0.0094,0.0167,0.0154,6,2.75,4,0.350525,50,47,12131,208955
2018/4/22 18:00,0.0541,0.0178,0.0242,7,2.25,4,0.71055,66,65,135421,122630
2018/4/22 19:00,0.0068,0.0254,0.0221,8,3,4,0.4738,52,49,10882,332505
2018/4/22 20:00,0.0331,0.036,0.0355,7,3,4,0.743525,11,10,47873,453816
2018/4/22 21:00,0.0284,0.0319,0.0313,9,4.75,5,0.8117,28,27,47086,352777
2018/4/22 22:00,0.0128,0.014,0.0138,7,3.5,5,0.77505,1,1,12044,56938
2018/4/22 23:00,0.0082,0.0312,0.0271,8,3.75,5,0.8847,1,1,8260,61928
2018/4/23 0:00,0.0025,0.0064,0.0057,7,2.75,4,0.526625,0,0,1913,5087
2018/4/23 1:00,0.0018,0.0061,0.0053,4,1.75,3,0.339725,0,0,992,2444
2018/4/23 2:00,0.0015,0.0058,0.005,4,1.5,3,0.2496,0,0,822,1428
2018/4/23 3:00,0.0016,0.006,0.0052,4,0.75,3,0.2303,3,3,1388,4370
2018/4/23 4:00,0.0114,0.0157,0.0149,4,0.75,3,0.21095,2,1,5240,126031
2018/4/23 5:00,0.0178,0.0273,0.0256,4,1,3,0.551175,0,0,12268,252099
2018/4/23 6:00,0.0088,0.0116,0.0111,7,1.75,3,0.40545,15,14,9363,92558
2018/4/23 7:00,0.0029,0.0083,0.0073,8,2.25,4,0.2105,17,17,2751,22267
2018/4/23 8:00,0.0071,0.0179,0.016,8,2.5,5,0.31095,29,25,7787,85367
2018/4/23 9:00,0.0097,0.0106,0.0104,7,2.5,3,0.3444,29,27,17584,36577
2018/4/23 10:00,0.0045,0.0148,0.0129,7,2,5,0.24415,15,12,2694,74837
2018/4/23 11:00,0.0096,0.0171,0.0158,7,2.5,4,0.443925,32,31,7707,126991
2018/4/23 12:00,0.0125,0.0202,0.0188,6,2.5,4,0.4208,27,27,8924,71884
2018/4/23 13:00,0.0548,0.0644,0.0627,6,1.75,4,0.5431,17,16,50434,140272
2018/4/23 14:00,0.0042,0.0165,0.0143,4,0.75,3,0.15265,2,2,3853,89895
2018/4/23 15:00,0.0064,0.0198,0.0174,5,1.75,3,0.283075,5,5,9596,185598
2018/4/23 16:00,0.0074,0.0238,0.0209,8,2.5,4,0.450675,14,12,14198,327656
2018/4/23 17:00,0.011,0.0384,0.0336,11,3.5,5,0.781275,16,13,15026,470246
2018/4/23 18:00,0.0062,0.0109,0.01,8,3.5,4,0.497175,7,5,6058,80127
2018/4/23 19:00,0.0078,0.0231,0.0204,8,3.75,4,0.431375,9,8,8719,121524
2018/4/23 20:00,0.0239,0.0246,0.0245,8,4,5,0.859075,4,4,51204,191999
2018/4/23 21:00,0.01,0.0222,0.02,7,3,4,0.572825,17,16,13966,70088
2018/4/23 22:00,0.0233,0.0306,0.0293,7,3.5,4,0.74525,15,14,35402,468582
2018/4/23 23:00,0.0057,0.0158,0.014,6,2.25,4,0.39475,1,1,5317,210783
2018/4/24 0:00,0.0014,0.0057,0.0049,4,1,2,0.225875,0,0,672,752
2018/4/24 1:00,0.001,0.0056,0.0048,3,1,2,0.2113,0,0,556,501
2018/4/24 2:00,0.0017,0.0059,0.0052,4,1,2,0.233975,0,0,1323,3848
2018/4/24 3:00,0.0024,0.0068,0.006,4,1,2,0.266625,0,0,2222,15218
2018/4/24 4:00,0.0129,0.008,0.0089,4,1.5,3,0.42565,1,1,5498,22303
2018/4/24 5:00,0.0074,0.0097,0.0093,4,1.75,3,0.33775,0,0,3280,49378
2018/4/24 6:00,0.0022,0.0077,0.0068,5,1.5,3,0.273625,3,3,1729,16743
2018/4/24 7:00,0.0058,0.0233,0.0202,7,3.5,5,0.465,7,6,7640,386007
2018/4/24 8:00,0.0071,0.0226,0.0198,7,3,4,0.465575,27,26,12415,331620
2018/4/24 9:00,0.015,0.0262,0.0242,7,2.25,4,0.4514,11,11,34621,439644
2018/4/24 10:00,0.0176,0.0132,0.014,7,2.5,4,0.407375,47,47,47757,48459
2018/4/24 11:00,0.0215,0.0213,0.0213,7,3,4,0.47525,22,19,25225,337971
2018/4/24 12:00,0.0262,0.0144,0.0165,8,2.5,4,0.63825,67,67,26779,64024
2018/4/24 13:00,0.0062,0.0099,0.0093,7,2,4,0.63055,9,7,5620,35691
2018/4/24 14:00,0.0083,0.0202,0.0181,7,1.75,3,0.2417,12,10,4196,95744
2018/4/24 15:00,0.0082,0.0601,0.0509,7,1.5,4,0.5424,28,24,5065,168247
2018/4/24 16:00,0.0029,0.0068,0.0061,4,1.25,3,0.174475,13,13,1796,6867
2018/4/24 17:00,0.0074,0.0113,0.0106,6,1.25,3,0.2114,33,30,6975,17775
2018/4/24 18:00,0.0077,0.0125,0.0117,8,2.25,4,0.414125,63,60,7522,45282
2018/4/24 19:00,0.012,0.0138,0.0135,7,1.75,3,0.429125,25,23,17494,30481
2018/4/24 20:00,0.0175,0.0366,0.0333,9,3.25,5,0.496825,24,24,19595,106494
2018/4/24 21:00,0.0264,0.0547,0.0497,8,4,7,1.641325,25,21,36643,304474
2018/4/24 22:00,0.0109,0.0161,0.0152,7,2.75,4,0.698975,19,19,15683,78351
2018/4/24 23:00,0.0015,0.0059,0.0051,5,2,3,0.19585,1,1,1366,1530
2018/4/25 0:00,7.00E-04,0.0055,0.0047,5,1.25,3,0.066675,0,0,489,512
2018/4/25 1:00,5.00E-04,0.0055,0.0046,2,0.25,2,0.053525,0,0,269,374
2018/4/25 2:00,5.00E-04,0.0055,0.0046,3,0.25,2,0.048275,0,0,297,507
2018/4/25 3:00,5.00E-04,0.0055,0.0046,2,0,2,0.047125,0,0,314,493
2018/4/25 4:00,0.001,0.0056,0.0048,3,1,2,0.205475,0,0,503,636
2018/4/25 5:00,0.0014,0.0058,0.005,4,1,3,0.26995,1,1,866,1507
2018/4/25 6:00,0.002,0.0075,0.0065,4,1.25,3,0.365825,3,2,1743,21563
2018/4/25 7:00,0.0031,0.0108,0.0094,6,1.5,3,0.474725,62,57,2590,59920
2018/4/25 8:00,0.0087,0.0168,0.0153,7,2.75,4,0.822325,36,33,6086,103644
2018/4/25 9:00,0.0429,0.0139,0.019,6,2,4,0.936925,25,22,94988,75921
2018/4/25 10:00,0.0035,0.0078,0.007,5,1.25,3,0.30745,29,29,4613,14163
2018/4/25 11:00,0.0097,0.0075,0.0079,3,0.25,3,0.138,7,6,14395,13933
2018/4/25 12:00,0.06,0.0272,0.033,6,1.75,4,0.6687,20,20,68975,199137
2018/4/25 13:00,0.0484,0.0304,0.0336,6,2.75,4,0.65945,28,25,50662,183301
2018/4/25 14:00,0.004,0.0103,0.0092,7,2.25,4,0.2629,11,8,4112,39270
2018/4/25 15:00,0.0145,0.015,0.0149,7,2.25,5,1.05785,13,9,24975,80137
2018/4/25 16:00,0.0053,0.0141,0.0126,5,1,4,0.502675,42,36,4003,76517
2018/4/25 17:00,0.0034,0.0088,0.0078,6,1,2,0.104075,31,29,1821,10526
2018/4/25 18:00,0.0024,0.0078,0.0068,5,1.25,3,0.12525,34,33,1831,23360
2018/4/25 19:00,0.0034,0.0122,0.0107,4,1.25,3,0.157375,28,27,2075,31136
2018/4/25 20:00,0.0056,0.01,0.0093,4,1.5,3,0.2612,16,13,9724,45448
2018/4/25 21:00,0.0204,0.0185,0.0188,6,3,4,0.519625,29,29,26246,113120
2018/4/25 22:00,0.0042,0.0084,0.0076,5,1.75,3,0.35515,20,18,5453,22324
2018/4/25 23:00,0.0045,0.0095,0.0086,4,1.5,3,0.604975,1,0,3185,21115
2018/4/26 0:00,0.0017,0.0069,0.0059,3,1,2,0.463425,6,3,1157,7367
2018/4/26 1:00,0.0011,0.0059,0.005,3,1,2,0.297375,0,0,652,1520
2018/4/26 2:00,0.001,0.0057,0.0049,2,1,2,0.2405,0,0,504,650
2018/4/26 3:00,0.0013,0.0059,0.0051,3,1,2,0.2363,0,0,1067,4216
2018/4/26 4:00,4.00E-04,0.0054,0.0045,3,0,2,0.0212,0,0,113,113
2018/4/26 5:00,8.00E-04,0.0055,0.0047,3,0,1,0.0209,1,1,133,208
2018/4/26 6:00,0.0014,0.0073,0.0063,3,0.75,2,0.1163,17,17,1778,26573
2018/4/26 7:00,0.0145,0.0105,0.0112,5,1,3,0.2973,34,33,7847,18460
2018/4/26 8:00,0.0017,0.0061,0.0054,4,0.25,2,0.053525,9,7,2278,3389
2018/4/26 9:00,0.0071,0.0087,0.0084,4,0.75,3,0.1224,11,9,5308,19013
2018/4/26 10:00,0.0016,0.0071,0.0061,3,0.5,2,0.05715,2,2,735,5816
2018/4/26 11:00,0.0011,0.0062,0.0053,3,0,2,0.044225,25,20,389,1487
2018/4/26 12:00,9.00E-04,0.0062,0.0053,4,0,3,0.073925,12,11,825,4361
2018/4/26 13:00,0.006,0.0129,0.0117,4,1,3,0.2371,11,11,6311,65701
2018/4/26 14:00,0.0062,0.0147,0.0132,4,1,3,0.2016,39,39,6396,95913
2018/4/26 15:00,0.0048,0.0358,0.0303,4,1.25,3,0.204575,7,5,8143,187320
2018/4/26 16:00,0.0054,0.0242,0.0208,4,1.25,3,0.218,21,18,9032,236640
2018/4/26 17:00,0.0029,0.0182,0.0155,4,1,3,0.15505,20,16,2481,40003
2018/4/26 18:00,0.0442,0.0173,0.022,5,1,3,0.516925,3,3,61497,133480
2018/4/26 19:00,0.0031,0.0082,0.0073,3,1,2,0.2546,4,4,5418,24725
2018/4/26 20:00,0.0231,0.0146,0.0161,5,1.5,4,0.642475,3,2,59386,101587
2018/4/26 21:00,0.0149,0.0201,0.0192,5,1.5,4,0.447675,8,7,29969,148992
2018/4/26 22:00,0.0161,0.0243,0.0229,5,2.25,3,0.484675,6,6,23605,306460
2018/4/26 23:00,0.0749,0.0124,0.0234,4,1,3,0.9662,1,1,105365,49773
2018/4/27 0:00,5.00E-04,0.0063,0.0052,3,0,2,0.036975,0,0,712,13416
2018/4/27 1:00,3.00E-04,0.0054,0.0045,3,0,1,0.011175,0,0,66,65
2018/4/27 2:00,4.00E-04,0.0054,0.0045,3,0,2,0.02265,0,0,136,232
2018/4/27 3:00,5.00E-04,0.0058,0.0049,3,0.25,2,0.0654,0,0,335,4729
2018/4/27 4:00,4.00E-04,0.0055,0.0046,3,0,2,0.0216,0,0,203,996
2018/4/27 5:00,3.00E-04,0.0054,0.0045,2,0,2,0.0087,0,0,101,110
2018/4/27 6:00,0.0131,0.0099,0.0105,3,0.5,3,0.3632,24,22,35288,51611
2018/4/27 7:00,0.0093,0.0114,0.011,5,1.25,3,0.31945,10,10,22798,40147
2018/4/27 8:00,0.0016,0.0071,0.0061,4,0.75,3,0.1275,11,6,1622,5266
2018/4/27 9:00,0.0027,0.0071,0.0063,5,0.75,3,0.099675,27,25,3252,12505
2018/4/27 10:00,0.0022,0.0071,0.0063,4,0.5,3,0.0694,1,1,2240,11511
2018/4/27 11:00,0.0023,0.0101,0.0087,3,0.25,2,0.10165,0,0,1745,14790
2018/4/27 12:00,0.0021,0.0086,0.0075,4,0.5,3,0.098375,11,10,1108,4834
2018/4/27 13:00,0.0176,0.0332,0.0305,4,1,3,0.2917,11,10,21465,425648
2018/4/27 14:00,0.0226,0.0372,0.0346,4,0,3,0.220125,1,1,37662,92662
2018/4/27 15:00,8.00E-04,0.0068,0.0058,4,0,2,0.020575,0,0,226,2080
2018/4/27 16:00,4.00E-04,0.0057,0.0047,1,0,1,0.0076,4,4,12,101
2018/4/27 17:00,0.0012,0.0062,0.0053,4,0.5,2,0.052775,3,3,506,2140
2018/4/27 18:00,0.0094,0.0157,0.0146,5,1,3,0.181975,6,4,3958,85800
2018/4/27 19:00,0.0016,0.0124,0.0105,5,1,3,0.110475,11,11,1868,88109
2018/4/27 20:00,0.0022,0.0067,0.0059,5,1.25,3,0.144925,28,26,1709,11667
2018/4/27 21:00,0.0092,0.0193,0.0175,7,3.75,5,0.500075,27,23,10855,185461
2018/4/27 22:00,0.0025,0.0075,0.0066,6,2.25,4,0.191175,9,9,2260,24409
2018/4/27 23:00,0.0106,0.0369,0.0322,5,1.75,4,0.36995,6,6,5856,288134
2018/4/28 0:00,5.00E-04,0.0053,0.0045,3,1,2,0.059325,0,0,287,200
2018/4/28 1:00,9.00E-04,0.0056,0.0048,4,1.25,3,0.181025,0,0,562,3155
2018/4/28 2:00,4.00E-04,0.0053,0.0044,3,1,2,0.062625,0,0,255,191
2018/4/28 3:00,4.00E-04,0.0053,0.0044,3,1,2,0.056,0,0,320,535
2018/4/28 4:00,5.00E-04,0.0053,0.0044,5,1.25,2,0.069875,0,0,343,283
2018/4/28 5:00,0.0011,0.0057,0.0049,5,1.25,2,0.08285,5,5,612,1464
2018/4/28 6:00,0.0045,0.008,0.0074,6,2.25,4,0.22505,36,36,4003,30017
2018/4/28 7:00,0.0094,0.0128,0.0122,6,2.25,3,0.32655,31,29,26221,85599
2018/4/28 8:00,0.0068,0.0217,0.0191,7,3,4,0.3401,33,28,8262,82777
2018/4/28 9:00,0.0254,0.0067,0.01,6,1.75,4,0.192325,12,10,17625,5627
2018/4/28 10:00,0.0064,0.0117,0.0107,6,1.5,3,0.209625,29,28,10936,53128
2018/4/28 11:00,0.0104,0.0112,0.011,6,1.5,3,0.190325,46,45,13166,30849
2018/4/28 12:00,0.0045,0.0103,0.0093,8,3.25,4,0.399325,11,8,5710,41441
2018/4/28 13:00,0.0245,0.0354,0.0335,7,3.5,5,0.78215,37,34,21634,272085
2018/4/28 14:00,0.0052,0.0156,0.0137,5,1.5,4,0.1697,13,10,7226,85352
2018/4/28 15:00,0.0032,0.0099,0.0087,5,1,3,0.101075,20,17,1468,41395
2018/4/28 16:00,0.0203,0.0122,0.0136,4,1.25,4,0.43925,18,15,23107,53442
2018/4/28 17:00,0.0151,0.0181,0.0176,6,2,4,0.3456,27,25,15220,136208
2018/4/28 18:00,0.0148,0.0268,0.0247,7,2.75,5,0.7001,32,30,20648,216131
2018/4/28 19:00,0.0035,0.0086,0.0077,7,2.25,4,0.29165,27,24,2848,38887
2018/4/28 20:00,0.0087,0.012,0.0114,9,3.5,4,0.430025,59,56,8797,54780
2018/4/28 21:00,0.0107,0.0236,0.0214,8,4.5,5,0.6813,61,58,15892,252332
2018/4/28 22:00,0.0082,0.0385,0.0331,9,3.25,5,0.5683,44,44,8731,174960
2018/4/28 23:00,0.0045,0.0155,0.0135,6,1.75,4,0.674625,35,35,3253,66076
2018/4/29 0:00,0.0022,0.0065,0.0058,5,1.25,3,0.51245,0,0,1535,8161
2018/4/29 1:00,0.0019,0.0075,0.0065,6,2,3,0.2748,1,1,1947,25979
2018/4/29 2:00,0.0011,0.0056,0.0048,5,1.5,3,0.18645,3,3,644,755
2018/4/29 3:00,0.0011,0.0056,0.0048,4,1.75,3,0.193525,1,1,658,948
2018/4/29 4:00,0.0144,0.0144,0.0144,6,2.5,4,0.472375,1,1,7092,98969
2018/4/29 5:00,0.0018,0.0058,0.0051,6,2,3,0.20565,1,1,1002,2461
2018/4/29 6:00,0.0056,0.0102,0.0094,6,1.75,4,0.283475,33,31,2863,27891
2018/4/29 7:00,0.0105,0.0115,0.0114,6,2.25,4,0.31205,76,76,6032,31218
2018/4/29 8:00,0.0327,0.015,0.0181,7,2.75,4,0.460775,86,84,56918,73559
2018/4/29 9:00,0.0078,0.0216,0.0192,8,2.75,4,0.3435,63,58,6089,151414
2018/4/29 10:00,0.0108,0.0313,0.0277,7,3,5,0.495475,96,94,13304,361960
2018/4/29 11:00,0.0181,0.0227,0.0218,8,2.75,5,0.52595,53,49,21693,238058
2018/4/29 12:00,0.0103,0.0135,0.013,8,3.5,4,1.0891,49,46,12382,70273
2018/4/29 13:00,0.01,0.024,0.0215,7,2.25,3,0.310575,24,22,10959,95099
2018/4/29 14:00,0.0852,0.0591,0.0637,7,2.75,5,0.689525,54,49,81859,329008
2018/4/29 15:00,0.0506,0.0438,0.045,8,2.25,5,0.58435,84,83,72970,279989
2018/4/29 16:00,0.0049,0.0222,0.0192,7,2,4,0.281025,31,28,6646,71441
2018/4/29 17:00,0.0176,0.0122,0.0131,5,1.75,3,0.2482,23,23,18239,71832
2018/4/29 18:00,0.0048,0.0155,0.0136,6,2.25,3,0.228225,31,29,4069,113530
2018/4/29 19:00,0.0164,0.1445,0.122,7,3,4,0.4678,20,17,22225,1168797
2018/4/29 20:00,0.0138,0.0458,0.0401,7,2.75,4,0.444125,18,14,20211,530308
2018/4/29 21:00,0.0068,0.012,0.0111,5,2.25,4,0.2134,29,28,6214,19878
2018/4/29 22:00,0.0083,0.0175,0.0159,6,2.25,4,0.369925,9,9,7558,114612
